"ID","Player","Team","Position","Rookie","RkOv","Status","Opponent","FPts","FP/G","FG-","3PTM","FT-","PTS","REB","AST","ST","BLK","TO","3D","2D"
"*05wqk*","RJ Nembhard","(N/A)","SG,G","","1385","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031mx*","Raul Neto","(N/A)","PG,G","","1386","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03llw*","Malik Newman","(N/A)","PG,SG,G","","1387","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mlv*","Tristen Newton","(N/A)","SG,G","","1388","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*076tx*","Narcisse Ngoy","LAC","C","R","1389","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06va2*","Saliou Niang","(N/A)","SF,PF,F","","1390","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06moy*","Joirdon Nicholas","(N/A)","SF,PF,F","","1391","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05vyx*","Daishen Nix","(N/A)","PG,G","","1392","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06cbj*","James Nnaji","(N/A)","C","","1393","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04lbv*","Landry Nnoko","(N/A)","C","","1394","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031lt*","Nerlens Noel","(N/A)","C","","1395","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06eoe*","Obadiah Noel","(N/A)","SG,G","","1396","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031m3*","Lucas Nogueira","(N/A)","PF,F,C","","1397","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hhm*","Landers Nolley","(N/A)","SG,G","","1398","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06cp3*","Miles Norris","(N/A)","PF,F","","1399","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0522v*","Zach Norvell","(N/A)","SG,G","","1400","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pn*","Jaylen Nowell","(N/A)","SG,G","","1401","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06cer*","Markquis Nowell","(N/A)","PG,SG,G","","1402","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04416*","Frank Ntilikina","(N/A)","PG,G","","1403","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mli*","Juan Nunez","(N/A)","PG,SG,G","","1404","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xgj*","Kendrick Nunn","(N/A)","PG,G","","1405","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0393n*","James Nunnally","(N/A)","SF,F","","1406","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04aqo*","David Nwaba","(N/A)","SF,F","","1407","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qt6*","Jordan Nwora","(N/A)","SF,F","","1408","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0622h*","Yannick Nzosa","(N/A)","C","","1409","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03siq*","JJ O'Brien","(N/A)","SF,F","","1410","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03e72*","Johnny O'Bryant III","(N/A)","PF,F","","1411","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0484a*","Daniel Ochefu","(N/A)","C","","1415","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06669*","Alex O'Connell","(N/A)","PG,SG,G","","1412","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059il*","Norense Odiase","(N/A)","C","","1416","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06qfk*","Josh Oduro","NO","PF,F","","1417","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ex0*","Semi Ojeleye","(N/A)","SF,PF,F","","1418","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03ad1*","Jahlil Okafor","(N/A)","C","","1419","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051ow*","Chuma Okeke","(N/A)","PF,F","","1420","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qs8*","Elie Okobo","(N/A)","PG,G","","1421","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pc*","KZ Okpala","(N/A)","PF,F","","1422","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031lp*","Victor Oladipo","(N/A)","SG,G","","1423","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06vyb*","Lachlan Olbrich","CHI","PF,F,C","","1424","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mob*","Quincy Olivari","(N/A)","PG,G","","1425","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04fj9*","Cameron Oliver","(N/A)","SF,PF,F","","1426","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031m0*","Kelly Olynyk","(N/A)","C","","1427","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0722p*","Norchad Omier","(N/A)","SF,PF,F","","1428","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uuo*","Eugene Omoruyi","(N/A)","SF,F","","1429","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xic*","Nuni Omot","(N/A)","SF,F","","1430","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06239*","Shareef O'Neal","(N/A)","PF,F","","1413","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hie*","Nick Ongenda","(N/A)","C","","1431","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051q2*","Miye Oni","(N/A)","SG,G","","1432","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05ux2*","EJ Onu","(N/A)","PF,F","","1433","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042nx*","Chinanu Onuaku","(N/A)","PF,F,C","","1434","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02ngd*","Kyle O'Quinn","(N/A)","PF,F,C","","1414","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06prm*","Gabe Osabuohien","(N/A)","SF,PF,F","","1435","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031n1*","Romero Osby","(N/A)","SF,PF,F","","1436","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r7m*","Cedi Osman","(N/A)","SF,F","","1437","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05que*","Daniel Oturu","(N/A)","C","","1438","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04hon*","Yakuba Ouattara","(N/A)","SG,G","","1439","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059im*","Tariq Owens","(N/A)","PF,F","","1440","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05ybc*","Jaysean Paige","(N/A)","PG,G","","1441","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042oe*","Marcus Paige","(N/A)","PG,G","","1442","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059qa*","James Palmer Jr.","(N/A)","SG,G","","1443","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05yaa*","Trayvon Palmer","(N/A)","SG,G","","1444","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05wn0*","Kevin Pangos","(N/A)","SG,G","","1445","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042n9*","Georgios Papagiannis","(N/A)","C","","1446","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02ngc*","Kostas Papanikolaou","(N/A)","SF,PF,F","","1447","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02v2t*","Jabari Parker","(N/A)","SF,PF,F","","1448","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03zl2*","Bobby Ray Parks Jr.","(N/A)","SG,G","","1449","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pl*","Eric Paschall","(N/A)","PF,F","","1450","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ewp*","Anzejs Pasecniks","(N/A)","C","","1451","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qzb*","Devonte Patterson","(N/A)","SF,F","","1452","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ewh*","Justin Patton","(N/A)","C","","1453","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0017e*","Chris Paul","(N/A)","PG,G","","1454","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r7e*","Cameron Payne","(N/A)","PG,G","","1455","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04l1u*","L.J. Peak","(N/A)","SG,G","","1456","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04vyd*","Norvel Pelle","(N/A)","C","","1457","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mnq*","Drew Pember","(N/A)","SF,PF,F","","1458","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06kxd*","Maozinha Pereira","(N/A)","SF,F","","1459","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059fw*","Josh Perkins","(N/A)","PG,G","","1460","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04k4q*","London Perrantes","(N/A)","PG,G","","1461","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qsz*","Reggie Perry","(N/A)","PF,F","","1462","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04exh*","Alec Peters","(N/A)","PF,F","","1463","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059cm*","Lamar Peters","(N/A)","PG,G","","1464","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hdy*","Drew Peterson","(N/A)","PF,F","","1465","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05ujo*","Filip Petrusev","(N/A)","PF,F,C","","1466","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05xog*","John Petty","(N/A)","SG,G","","1467","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04zi8*","Tarik Phillip","(N/A)","PG,G","","1468","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06ccy*","Jalen Pickett","LAC","PG,SG,G","","1469","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05wvv*","Jamorko Pickett","(N/A)","SF,F","","1470","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*07235*","Jonathan Pierre","(N/A)","SF,PF,F","","1471","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0665c*","Nate Pierre-Louis","(N/A)","SF,PF,F","","1472","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*055ol*","Isaiah Pineiro","(N/A)","SG,G","","1473","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04uq6*","Theo Pinson","(N/A)","SG,G","","1474","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059vm*","Kavion Pippen","(N/A)","C","","1475","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*043i5*","Marshall Plumlee","(N/A)","C","","1476","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031m9*","Mason Plumlee","(N/A)","C","","1477","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r86*","Sir'Dominic Pointer","(N/A)","SF,F","","1478","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*052h2*","Vincent Poirier","(N/A)","C","","1479","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qud*","Aleksej Pokusevski","(N/A)","PF,F","","1480","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06psv*","Tyler Polley","(N/A)","SF,F","","1481","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059fz*","Shamorie Ponds","(N/A)","PG,G","","1482","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uum*","Yves Pons","(N/A)","SF,F","","1483","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03nws*","Malik Pope","(N/A)","SF,F","","1484","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05gwp*","Jontay Porter","(N/A)","PF,F,C","","1485","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031lq*","Otto Porter","(N/A)","SF,F","","1486","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03e79*","Dwight Powell","(N/A)","C","","1487","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06gnp*","Justin Powell","(N/A)","SG,G","","1488","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qsv*","Myles Powell","(N/A)","PG,SG,G","","1489","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*047j6*","Alex Poythress","(N/A)","SF,F","","1490","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04rvz*","Billy Preston","(N/A)","SF,PF,F","","1491","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uj7*","Jason Preston","(N/A)","PG,G","","1492","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mnt*","Charles Pride","(N/A)","PG,SG,G","","1493","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uim*","Joshua Primo","(N/A)","SG,G,SF,F","","1494","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0621z*","Gabriele Procida","(N/A)","SG,G","","1495","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042o2*","Zhou Qi","(N/A)","PF,F","","1496","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*044tf*","Tim Quarterman","(N/A)","PG,G","","1497","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qtg*","Trevelin Queen","(N/A)","SG,G","","1498","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0623c*","Lester Quinones","(N/A)","SG,G","","1499","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03llv*","Ivan Rabb","(N/A)","PF,F","","1500","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05xo8*","Brandon Rachal","(N/A)","SG,G","","1501","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06moj*","Tyrece Radford","(N/A)","PG,G","","1502","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r8a*","Nikola Radicevic","DEN","PG,G","","1503","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qtx*","Jahmi'us Ramsey","(N/A)","SG,G","","1504","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*045gs*","Chasson Randle","(N/A)","PG,G","","1505","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03wp0*","Levi Randolph","(N/A)","SG,G","","1506","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04k0r*","Xavier Rathan-Mayes","(N/A)","PG,G","","1507","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06gix*","Duop Reath","PHO","C","","1508","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*055ok*","Josh Reaves","(N/A)","SG,G","","1509","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051oq*","Cam Reddish","(N/A)","SG,G,SF,F","","1510","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04eww*","Davon Reed","(N/A)","SG,G","","1511","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02x6i*","Willie Reed","(N/A)","PF,F,C","","1512","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06pvu*","Alex Reese","(N/A)","PF,F","","1513","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*072af*","Julian Reese","(N/A)","SF,F","","1514","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0664x*","A.J. Reeves","(N/A)","PG,SG,G","","1515","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mlt*","Antonio Reeves","(N/A)","SG,G,SF,F","","1516","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05xkz*","Nate Renfro","(N/A)","SF,F","","1517","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xl8*","Cameron Reynolds","(N/A)","SG,G,SF,F","","1518","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*063d0*","Jared Rhoden","(N/A)","SG,G","","1519","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06cem*","Sir'Jabari Rice","(N/A)","SG,G","","1520","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r7u*","Josh Richardson","(N/A)","PG,SG,G","","1521","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042nh*","Malachi Richardson","(N/A)","SG,G","","1522","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0728u*","Kadary Richmond","(N/A)","PG,SG,G","","1523","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qtp*","Grant Riller","(N/A)","PG,G","","1524","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02nfa*","Austin Rivers","(N/A)","SG,G","","1525","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hil*","Liam Robbins","(N/A)","SF,PF,F,C","","1526","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031md*","Andre Roberson","(N/A)","SG,G,SF,F","","1527","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hrv*","Nate Roberts","(N/A)","C","","1528","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04hop*","Devin Robinson","(N/A)","SG,G,SF,F","","1529","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06prj*","Galen Robinson","(N/A)","PG,G","","1530","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03aqc*","Glenn Robinson","(N/A)","SG,G,SF,F","","1531","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qrq*","Jerome Robinson","(N/A)","SG,G","","1532","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*056ap*","Justin Robinson","(N/A)","PG,G","","1533","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0622z*","Orlando Robinson","(N/A)","C","","1534","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uj6*","Jeremiah Robinson-Earl","(N/A)","PF,F,C","","1535","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pp*","Isaiah Roby","(N/A)","PF,F","","1536","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0621m*","David Roddy","DEN","PF,F","","1537","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0723i*","DJ Rodman","(N/A)","PG,SG,G,SF,PF,F","","1538","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mo8*","Jackson Rowe","(N/A)","PF,F","","1539","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03nwl*","Terry Rozier","MIA","PG,G","","1540","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mo9*","Mantas Rubstavicius","(N/A)","PG,G","","1541","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05xco*","Matt Ryan","(N/A)","SF,F","","1542","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06moz*","Neal Sako","(N/A)","C","","1543","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06vxs*","Hunter Sallis","(N/A)","SG,G","","1544","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051oz*","Luka Samanic","(N/A)","PF,F","","1545","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xm0*","Brandon Sampson","(N/A)","PG,G","","1546","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03ku5*","JaKarr Sampson","(N/A)","SF,F","","1547","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*071oo*","Tyrese Samuel","(N/A)","SF,PF,F","","1548","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0666c*","Jermaine Samuels","(N/A)","SF,F","","1549","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*073pt*","Payton Sandfort","(N/A)","SF,F","","1550","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06cek*","Adama Sanogo","(N/A)","C","","1551","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qsl*","Issuf Sanon","(N/A)","PG,G","","1552","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03acy*","Dario Saric","(N/A)","C","","1553","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05yab*","Olivier Sarr","CLE","C","","1554","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02nfw*","Tomas Satoransky","(N/A)","SG,G","","1555","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05x7g*","Jordan Schakel","(N/A)","SF,F","","1556","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pm*","Admiral Schofield","(N/A)","PF,F","","1557","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059xh*","Mike Scott","(N/A)","PG,G","","1558","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03wou*","Shannon Scott","(N/A)","SG,G","","1559","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qsy*","Jay Scrubb","(N/A)","SG,G","","1560","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0623k*","Dereon Seabron","(N/A)","SG,G","","1561","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06vxt*","Mark Sears","(N/A)","PG,G","","1562","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03byj*","Wayne Selden Jr.","(N/A)","SG,G","","1563","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qyy*","Nate Sestina","(N/A)","SF,F","","1564","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0729d*","Steve Settle","(N/A)","SF,PF,F","","1565","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0663t*","Jaden Shackelford","(N/A)","PG,SG,G","","1566","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051py*","Marial Shayok","(N/A)","SG,G,SF,F","","1567","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02ngi*","Tornike Shengelia","(N/A)","SF,PF,F","","1568","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059g5*","Simi Shittu","(N/A)","PF,F,C","","1569","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05xp4*","Devontae Shuler","(N/A)","PG,G","","1570","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06va1*","Max Shulga","(N/A)","SG,G","","1571","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*027p1*","Iman Shumpert","(N/A)","SG,G,SF,F","","1572","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03wox*","Jordan Sibert","(N/A)","SG,G","","1573","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*052c5*","Chris Silva","(N/A)","PF,F","","1574","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04415*","Borisa Simanic","(N/A)","PF,F","","1575","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03se0*","Jonathon Simmons","(N/A)","SG,G,SF,F","","1576","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04is8*","Kobi Simmons","(N/A)","PG,G","","1577","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uw9*","Aamir Simms","(N/A)","PF,F","","1578","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03lgl*","Justin Simon","(N/A)","SG,G","","1579","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qsm*","Marko Simonovic","(N/A)","C","","1580","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qtz*","Zavier Simpson","(N/A)","PG,G","","1581","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*064s6*","Jaylen Sims","(N/A)","PG,SG,G","","1582","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051ph*","Deividas Sirvydis","(N/A)","SG,G","","1583","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06iei*","Dmytro Skapintsev","(N/A)","C","","1584","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mnv*","Brandon Slater","(N/A)","SF,PF,F","","1585","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*049s8*","Nik Slavica","(N/A)","SF,F","","1586","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pj*","Alen Smailagic","(N/A)","PF,F","","1587","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05wqq*","Javonte Smart","(N/A)","PG,G","","1588","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uuk*","Chris Smith","(N/A)","PG,SG,G,PF,F","","1589","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*07a23*","Deivon Smith","(N/A)","PG,G","","1590","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*049s5*","Dennis Smith","(N/A)","PG,G","","1591","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06ccb*","Nick Smith","(N/A)","SG,G","","1592","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03lgj*","Ray Smith","(N/A)","SF,F","","1593","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xbb*","Scoochie Smith","(N/A)","SG,G","","1594","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06cet*","Terquavion Smith","(N/A)","PG,G","","1595","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mlf*","Tyler Smith","(N/A)","PF,F","","1596","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qvt*","Xavier Sneed","(N/A)","SF,F","","1597","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031m7*","Tony Snell","(N/A)","SG,G","","1598","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03kub*","Richard Solomon","OKC","PF,F","","1599","FA","@SA Tue 6:30PM","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
